database,idno,name,has2025,has2026,sample_file
BS_BTI,BS_BTI_Q13_6,Bertelsmann Transformation Index: BTI Stateness & Rule of Law,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q13_6.json
BS_BTI,BS_BTI_Q14,Bertelsmann Transformation Index: Steering Capability,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q14.json
BS_BTI,BS_BTI_Q14_1,Bertelsmann Transformation Index: Prioritization,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q14_1.json
BS_BTI,BS_BTI_Q14_2,Bertelsmann Transformation Index: Implementation,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q14_2.json
BS_BTI,BS_BTI_Q14_3,Bertelsmann Transformation Index: Policy learning,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q14_3.json
BS_BTI,BS_BTI_Q15,Bertelsmann Transformation Index: Resource Efficiency,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q15.json
BS_BTI,BS_BTI_Q15_1,Bertelsmann Transformation Index: Efficient use of assets,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q15_1.json
BS_BTI,BS_BTI_Q15_2,Bertelsmann Transformation Index: Policy coordination,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q15_2.json
BS_BTI,BS_BTI_Q15_3,Bertelsmann Transformation Index: Anti-corruption policy,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q15_3.json
BS_BTI,BS_BTI_Q16,Bertelsmann Transformation Index: Consensus-Building,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q16.json
BS_BTI,BS_BTI_Q16_1,Bertelsmann Transformation Index: Consensus on goals,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q16_1.json
BS_BTI,BS_BTI_Q16_2,Bertelsmann Transformation Index: Anti-democratic actors,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q16_2.json
BS_BTI,BS_BTI_Q16_3,Bertelsmann Transformation Index: Cleavage / conflict management,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q16_3.json
BS_BTI,BS_BTI_Q17,Bertelsmann Transformation Index: International Cooperation,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q17.json
BS_BTI,BS_BTI_Q17_2,Bertelsmann Transformation Index: Credibility,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q17_2.json
BS_BTI,BS_BTI_Q17_3,Bertelsmann Transformation Index: Regional cooperation,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q17_3.json
BS_BTI,BS_BTI_Q1_1,Bertelsmann Transformation Index: Monopoly on the use of force,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q1_1.json
BS_BTI,BS_BTI_Q1_3,Bertelsmann Transformation Index: No interference of religious dogmas,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q1_3.json
BS_BTI,BS_BTI_Q1_4,Bertelsmann Transformation Index: Basic administration,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q1_4.json
BS_BTI,BS_BTI_Q2,Bertelsmann Transformation Index: Political Participation,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q2.json
BS_BTI,BS_BTI_Q2_1,Bertelsmann Transformation Index: Free and fair elections,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q2_1.json
BS_BTI,BS_BTI_Q2_2,Bertelsmann Transformation Index: Effective power to govern,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q2_2.json
BS_BTI,BS_BTI_Q2_4,Bertelsmann Transformation Index: Freedom of expression,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q2_4.json
BS_BTI,BS_BTI_Q3,Bertelsmann Transformation Index: Rule of Law,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q3.json
BS_BTI,BS_BTI_Q3_1,Bertelsmann Transformation Index: Separation of powers,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q3_1.json
BS_BTI,BS_BTI_Q3_2,Bertelsmann Transformation Index: Independent judiciary,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q3_2.json
BS_BTI,BS_BTI_Q3_3,Bertelsmann Transformation Index: Prosecution of office abuse,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q3_3.json
BS_BTI,BS_BTI_Q4,Bertelsmann Transformation Index: Stability of Democratic Institutions,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q4.json
BS_BTI,BS_BTI_Q4_1,Bertelsmann Transformation Index: Performance of democratic institutions,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q4_1.json
BS_BTI,BS_BTI_Q4_2,Bertelsmann Transformation Index: Commitment to democratic institutions,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q4_2.json
BS_BTI,BS_BTI_Q5,Bertelsmann Transformation Index: Political and Social Integration,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q5.json
BS_BTI,BS_BTI_Q5_1,Bertelsmann Transformation Index: Party system,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q5_1.json
BS_BTI,BS_BTI_Q5_2,Bertelsmann Transformation Index: Interest groups,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q5_2.json
BS_BTI,BS_BTI_Q5_3,Bertelsmann Transformation Index: Approval of democracy,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q5_3.json
BS_BTI,BS_BTI_Q6,Bertelsmann Transformation Index: Level of Socioeconomic Development,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q6.json
BS_BTI,BS_BTI_Q6_1,Bertelsmann Transformation Index: Socioeconomic barriers,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q6_1.json
BS_BTI,BS_BTI_Q7,Bertelsmann Transformation Index: Organization of the Market and Competition,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q7.json
BS_BTI,BS_BTI_Q7_1,Bertelsmann Transformation Index: Market organization,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q7_1.json
BS_BTI,BS_BTI_Q7_2,Bertelsmann Transformation Index: Competition policy,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q7_2.json
BS_BTI,BS_BTI_Q7_3,Bertelsmann Transformation Index: Liberalization of foreign trade,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q7_3.json
BS_BTI,BS_BTI_Q7_4,Bertelsmann Transformation Index: Banking system,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q7_4.json
BS_BTI,BS_BTI_Q8,Bertelsmann Transformation Index: Monetary and Fiscal Stability,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q8.json
BS_BTI,BS_BTI_Q8_1,Bertelsmann Transformation Index: Monetary stability,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q8_1.json
BS_BTI,BS_BTI_Q8_2,Bertelsmann Transformation Index: Fiscal stability,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q8_2.json
BS_BTI,BS_BTI_Q9,Bertelsmann Transformation Index: Private Property,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q9.json
BS_BTI,BS_BTI_Q9_1,Bertelsmann Transformation Index: Property rights,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q9_1.json
BS_BTI,BS_BTI_Q9_2,Bertelsmann Transformation Index: Private enterprise,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_Q9_2.json
BS_BTI,BS_BTI_SI,Bertelsmann Transformation Index: Democracy Status,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_SI.json
BS_BTI,BS_BTI_SII,Bertelsmann Transformation Index: Economy Status,0,1,exports/data360/nepal_summary/samples/BS_BTI_BS_BTI_SII.json
EIA_EIAOD,EIA_EIAOD_GHGWH,Generation from Hydro,0,0,
EIA_EIAOD,EIA_EIAOD_GNG,Generation from Natural Gas,0,0,
EIU_DI,EIU_DI_INDEX,EIU Democracy Index,0,0,
FAO_AS,FAO_AS_4100,Total area of the country (excl. coastal water),0,0,
FAO_AS,FAO_AS_4101,Arable land area,0,0,
FAO_AS,FAO_AS_4102,Permanent crops area,0,0,
FAO_AS,FAO_AS_4103,Cultivated area (arable land + permanent crops),0,0,
FAO_AS,FAO_AS_4104,Total population,0,0,
FAO_AS,FAO_AS_4105,Rural population,0,0,
FAO_AS,FAO_AS_4106,Urban population,0,0,
FAO_AS,FAO_AS_4107,Population density,0,0,
FAO_AS,FAO_AS_4111,Human Development Index (HDI) [highest = 1],0,0,
FAO_AS,FAO_AS_4112,Gross Domestic Product (GDP),0,0,
FAO_AS,FAO_AS_4113,"Agriculture, value added (% GDP)",0,0,
FAO_AS,FAO_AS_4114,Total population with access to safe drinking-water (JMP),0,0,
FAO_AS,FAO_AS_4115,Rural population with access to safe drinking-water (JMP),0,0,
FAO_AS,FAO_AS_4116,Urban population with access to safe drinking-water (JMP),0,0,
FAO_AS,FAO_AS_4150,Long-term average annual precipitation in volume,0,0,
FAO_AS,FAO_AS_4151,Long-term average annual precipitation in depth,0,0,
FAO_AS,FAO_AS_4156,Overlap between surface water and groundwater,0,0,
FAO_AS,FAO_AS_4157,Total internal renewable water resources (IRWR),0,0,
FAO_AS,FAO_AS_4158,Total internal renewable water resources per capita,0,0,
FAO_AS,FAO_AS_4182,Water resources: total external renewable,0,0,
FAO_AS,FAO_AS_4185,Total renewable surface water,0,0,
FAO_AS,FAO_AS_4187,Total renewable groundwater,0,0,
FAO_AS,FAO_AS_4188,Total renewable water resources,0,0,
FAO_AS,FAO_AS_4190,Total renewable water resources per capita,0,0,
FAO_AS,FAO_AS_4192,Dependency ratio,0,0,
FAO_AS,FAO_AS_4250,Agricultural water withdrawal,0,0,
FAO_AS,FAO_AS_4253,Total water withdrawal,0,0,
FAO_AS,FAO_AS_4254,Agricultural water withdrawal as % of total water withdrawal,0,0,
FAO_AS,FAO_AS_4257,Total water withdrawal per capita,0,0,
FAO_AS,FAO_AS_4260,Irrigation water requirement,0,0,
FAO_AS,FAO_AS_4263,Total freshwater withdrawal,0,0,
FAO_AS,FAO_AS_4270,Treated municipal wastewater,0,0,
FAO_AS,FAO_AS_4273,Agricultural water withdrawal as % of total renewable water resources,0,0,
FAO_AS,FAO_AS_4308,Area equipped for full control irrigation: surface irrigation,0,0,
FAO_AS,FAO_AS_4311,Area equipped for full control irrigation: total,0,0,
FAO_AS,FAO_AS_4313,Area equipped for irrigation: total,0,0,
FAO_AS,FAO_AS_4317,Total agricultural water managed area,0,0,
FAO_AS,FAO_AS_4319,Percentage of agricultural water managed area equipped for irrigation,0,0,
FAO_AS,FAO_AS_4379,Total harvested irrigated crop area (full control irrigation),0,0,
FAO_AS,FAO_AS_4458,GDP per capita,0,0,
FAO_AS,FAO_AS_4461,Area equipped for full control irrigation: actually irrigated,0,0,
FAO_AS,FAO_AS_4463,Percentage of area equipped for full control irrigation actually irrigated,0,0,
FAO_AS,FAO_AS_4464,Irrigated cropping intensity,0,0,
FAO_AS,FAO_AS_4470,Percentage of total country area cultivated,0,0,
FAO_AS,FAO_AS_4471,Dam capacity per capita,0,0,
FAO_AS,FAO_AS_4472,National Rainfall Index (NRI),0,0,
FAO_AS,FAO_AS_4473,Number of people undernourished (3-year average),0,0,
FAO_AS,FAO_AS_4474,Prevalence of undernourishment (3-year average),0,0,
FAO_AS,FAO_AS_4475,Irrigation water withdrawal,0,0,
FAO_AS,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),0,0,
FAO_AS,FAO_AS_4541,Interannual variability (WRI),0,0,
FAO_AS,FAO_AS_4542,Seasonal variability (WRI),0,0,
FAO_AS,FAO_AS_4543,Flood occurrence (WRI),0,0,
FAO_AS,FAO_AS_4546,"Industry, value added to GDP",0,0,
FAO_AS,FAO_AS_4547,"Services, value added to GDP",0,0,
FAO_AS,FAO_AS_4548,"Agriculture, value added to GDP",0,0,
FAO_AS,FAO_AS_4549,Environmental Flow Requirements,0,0,
FAO_AS,FAO_AS_4551,Water Use Efficiency (SDG 6.4.1),0,0,
FAO_AS,FAO_AS_4552,Irrigated Agriculture Water Use Efficiency (SDG 6.4.1),0,0,
FAO_AS,FAO_AS_4553,Industrial Water Use Efficiency (SDG 6.4.1),0,0,
FAO_AS,FAO_AS_4554,Services Water Use Efficiency (SDG 6.4.1),0,0,
FAO_AS,FAO_AS_4555,Percentage of agricultural GVA produced by irrigated agriculture,0,0,
FAO_AS,FAO_AS_4557,Ratio between rainfed and irrigated yields,0,0,
FAO_AS,FAO_AS_4558,GDP Deflator (2015),0,0,
FAO_AS,FAO_AS_HITCA,Harvested irrigated temporary crop area: Wheat,0,0,
FAO_AS,FAO_AS_SW_ACCT,Surface water: total flow of border rivers,0,0,
FAO_CAHD,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),0,0,
FAO_CAHD,FAO_CAHD_7005,Percentage of the population unable to afford a healthy diet (percent),0,0,
FAO_CAHD,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),0,0,
FAO_CAHD,FAO_CAHD_7007,Cost of starchy staples,0,0,
FAO_CAHD,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",0,0,
FAO_CAHD,FAO_CAHD_7011,Cost of fruits,0,0,
FAO_CAHD,FAO_CAHD_7012,Cost of oils and fats,0,0,
FAO_CP,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",0,0,
FAO_CP,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",0,0,
FAO_EMSTOT,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,0,0,
FAO_FBS,FAO_FBS_2901,Food Balances - all products,0,0,
FAO_FDI,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",0,0,
FAO_FS,FAO_FS_210071,Severely food insecure people (million) (3-year average),0,0,
FAO_FS,FAO_FS_210081,Moderately or severely food insecure people (million) (3-year average),0,0,
FAO_FS,FAO_FS_210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),0,0,
FAO_FS,FAO_FS_21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",0,0,
FAO_FS,FAO_FS_21014,Average supply of protein of animal origin (g/cap/day) (3-year average),0,0,
FAO_FS,FAO_FS_210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),0,0,
FAO_FS,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",0,0,
FAO_GFRA,FAO_GFRA_FA,Forest Area (1000 ha),0,0,
FAO_IC,FAO_IC_23068,"Credit to Agriculture, Forestry and Fishing",0,0,
FAO_MK,FAO_MK_22008,Gross Domestic Product,0,0,
FAO_MK,FAO_MK_22016,"Value Added (Agriculture, Forestry and Fishing)",0,0,
FAO_RP,FAO_RP_5159,Pesticides Use per area of cropland,0,0,
FAO_RP,FAO_RP_5172,Pesticides Use per capita,0,0,
FAO_RP,FAO_RP_5173,Pesticides Use per value of agricultural production,0,0,
FAO_SDGB,FAO_SDGB_240103,Proportion of degraded mountain land: Total,0,0,
FAO_SDGB,FAO_SDGB_24034,Forest area as a proportion of total land area,0,0,
FH_FIW,FH_FIW_A,Freedom House: Electoral Process Score (Maximum Score = 12),0,0,
FH_FIW,FH_FIW_A1,Was the current head of government or other chief national authority elected through free and fair elections? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_A2,Were the current national legislative representatives elected through free and fair elections? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_A3,"Are the electoral laws and framework fair, and are they implemented impartially? (Maximum Score = 4)",0,0,
FH_FIW,FH_FIW_ADD_A,"Political rights, additional Question A: For traditional monarchies that have no parties or electoral process, does the system provide for genuine, meaningful consultation with the people, encourage public discussion of policy choices, and allow the right to petition the ruler?",0,0,
FH_FIW,FH_FIW_ADD_Q,"Political rights, additional Question Q: Is the government or occupying power deliberately changing the ethnic composition of a country or territory so as to destroy a culture or tip the political balance in favor of another group?",0,0,
FH_FIW,FH_FIW_B,Freedom House: Political Pluralism and Participation Score (Maximum Score = 16),0,0,
FH_FIW,FH_FIW_B1,Do the people have the right to organize in different political parties of their choice? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_B2,Is there a realistic opportunity for the opposition to increase its support or gain power through elections? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_B3,Are the people's political choices free from domination by forces that are external to the political sphere? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_B4,"Do various segments of the population (ethnic, religious, gender, LGBT, and other groups) have full political rights? (Max Score = 4)",0,0,
FH_FIW,FH_FIW_C,Freedom House: Functioning of Government Score (Maximum Score = 12),0,0,
FH_FIW,FH_FIW_C1,Do the freely elected head of government and national legislative representatives determine the government policies? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_C3,Does the government operate with openness and transparency? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_CL,Freedom in the World: Civil liberties scores,0,0,
FH_FIW,FH_FIW_CL_SCORE,Freedom House: Civil Liberties Score (Maximum Score = 60),0,0,
FH_FIW,FH_FIW_D,Freedom House: Freedom of Expression and Belief Score (Maximum Score = 16),0,0,
FH_FIW,FH_FIW_D1,Are there free and independent media? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_D2,Are individuals free to practice and express their religious faith or nonbelief in public and private? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_D3,"Is there academic freedom, and is the educational system free from extensive political indoctrination? (Maximum Score = 4)",0,0,
FH_FIW,FH_FIW_D4,Are individuals free to express their personal views on political/other sensitive topics without fear?  (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_E,Freedom House: Associational and Organizational Rights (Maximum Score = 12),0,0,
FH_FIW,FH_FIW_E1,Is there freedom of assembly? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_E2,"Is there freedom for NGOs, particularly those that are engaged in human rights- and governance-related work? (Maximum Score = 4)",0,0,
FH_FIW,FH_FIW_E3,Is there freedom for trade unions and similar professional or labor organizations? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_F,Freedom House: Rule of Law Score (Maximum Score = 16),0,0,
FH_FIW,FH_FIW_F1,Is there an independent judiciary? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_F2,Does due process prevail in civil and criminal matters? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_F3,Is there protection from the illegitimate use of physical force and freedom from war and insurgencies? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_F4,"Do laws, policies, and practices guarantee equal treatment of various segments of the population? (Maximum Score = 4)",0,0,
FH_FIW,FH_FIW_G1,Do individuals enjoy freedom of movement? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_G2,Are individuals able to exercise the right to own property and establish businesses without undue interference? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_G3,Do individuals enjoy personal social freedoms? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_G4,Do individuals enjoy equality of opportunity and freedom from economic exploitation? (Maximum Score = 4),0,0,
FH_FIW,FH_FIW_PR,Freedom in the World: Political rights scores,0,0,
FH_FIW,FH_FIW_PR_RATING,Freedom House: Political Rights Rating (1 = most free; 7 = least free),0,0,
FH_FIW,FH_FIW_PR_SCORE,Freedom House: Political Rights Score (Maximum Score = 40),0,0,
FH_FIW,FH_FIW_STATUS,Freedom House: Freedom Status (3 = Free; 2 = Partly Free; 1 = Not Free),0,0,
FH_FIW,FH_FIW_TOTAL,Freedom House: Total Freedom Score (Maximum Score = 100),0,0,
FSIN_GRFC,FSIN_GRFC_PHASE3_ABOVE,Population facing high levels of acute food insecurity,0,0,
IBP_OBS,IBP_OBS_LEG_OBI,Legislature Oversight Score,0,0,
IBP_OBS,IBP_OBS_OBI,Budget Transparency Score (Open Budget Index Score),0,0,
IBP_OBS,IBP_OBS_OVERSIGHT_OBI,Legislature and Super Audit Institution Oversight Score,0,0,
IBP_OBS,IBP_OBS_RANK,Open Budget Index Rank,0,0,
IFC_GB,IFC_GB_GBAGG,"Green, Social, Sustainability and Sustainability Linked (GSSS) Bond Issuance",0,0,
IFC_GEM,IFC_GEM_PRD,Average private default rates,0,0,
IFPRI_ASTI,IFPRI_ASTI_EXP,Agriculture Research Spending,0,0,
IFPRI_ASTI,IFPRI_ASTI_RES,Full Time Equivalent (FTE) Researchers,0,0,
IFPRI_ASTI,IFPRI_ASTI_RES_PHD,Full Time Equivalent (FTE) Researchers with PHD as a share of total agricultural researchers,0,0,
ILO_EMP,ILO_EMP_INFO_COM_SER,Employment: ICT services,0,0,
ILO_EMP,ILO_EMP_PUB_SER,"Employment: Publishing, broadcasting, and audiovisual services",0,0,
ILO_EMP,ILO_EMP_TELECOM_SER,Employment: Telecommunication services,0,0,
IMF_AI,IMF_AI_AIPI_IX,AI Preparedness Index (AIPI),0,0,
IMF_AI,IMF_AI_DIG_INF,AIPI - Digital Infrastructure,0,0,
IMF_AI,IMF_AI_INNOV_ECON_INT,AIPI - Innovation and Economic Integration,0,0,
IMF_AI,IMF_AI_REG_ETH,AIPI - Regulation and Ethics,0,0,
IMF_BOP,IMF_BOP_BACK_BP6,"BOP, Net lending (+) / net borrowing (-) (balance from current and capital account)",0,0,
IMF_BOP,IMF_BOP_BCAXF_BP6,"Supplementary Items, Current Account, Net (Excluding Exceptional Financing)",0,0,
IMF_BOP,IMF_BOP_BCA_BP6,"BOP, Current Account",0,0,
IMF_BOP,IMF_BOP_BEFDE_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Direct investment, Equity investment associated with debt reduction",0,0,
IMF_BOP,IMF_BOP_BEFD_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Direct investment",0,0,
IMF_BOP,IMF_BOP_BEFISGIMF_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Secondary Income, Grants received from IMF subsidy accounts",0,0,
IMF_BOP,IMF_BOP_BEFISIG_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Secondary Income, Other intergovernmental grants",0,0,
IMF_BOP,IMF_BOP_BEFOODCBAA_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Other investment, Other debt instruments, Central bank, Accumulation of arrears",0,0,
IMF_BOP,IMF_BOP_BEFOODCBCA_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Other investment, Other debt instruments, Central bank, Cancellation of arrears",0,0,
IMF_BOP,IMF_BOP_BEFOODCBRA_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Other investment, Other debt instruments, Central bank, Repayment of arrears",0,0,
IMF_BOP,IMF_BOP_BEFOODCBSA_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Other investment, Other debt instruments, Central bank, Rescheduling of arrears",0,0,
IMF_BOP,IMF_BOP_BEFOODCB_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Other investment, Other debt instruments, Central bank",0,0,
IMF_BOP,IMF_BOP_BEFOODDCAA_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Other investment, Other debt instruments, Deposit-taking corporations, except central bank, Accumulation of arrears",0,0,
IMF_BOP,IMF_BOP_BEFOODDCCA_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Other investment, Other debt instruments, Deposit-taking corporations, except central bank, Cancellation of arrears",0,0,
IMF_BOP,IMF_BOP_BEFOODDCRA_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Other investment, Other debt instruments, Deposit-taking corporations, except central bank, Repayment of arrears",0,0,
IMF_BOP,IMF_BOP_BEFOODDCSA_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Other investment, Other debt instruments, Deposit-taking corporations, except central bank, Rescheduling of arrears",0,0,
IMF_BOP,IMF_BOP_BEFOODDC_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Other investment, Other debt instruments, Deposit-taking corporations, except central bank",0,0,
IMF_BOP,IMF_BOP_BEFOODGAA_BP6_USD,"BOP, Memorandum Items, Exceptional financing, Other investment, Other debt instruments, General government, Accumulation of arrears",0,0,
